time,e,n,u,do,label
2013-04-22,-0.215,2.513,1.213,56404.0,0.0
2013-04-23,0.671,1.58,0.843,56405.0,0.0
2013-04-24,-0.101,1.929,-1.074,56406.0,0.0
2013-04-25,-0.138,1.075,-0.119,56407.0,0.0
2013-04-26,-0.343,2.47,-0.422,56408.0,0.0
2013-04-27,0.265,1.898,-0.762,56409.0,0.0
2013-04-28,-0.45,2.912,1.004,56410.0,0.0
2013-04-29,0.533,2.524,1.173,56411.0,0.0
2013-04-30,-0.812,4.007,0.249,56412.0,0.0
2013-05-01,-1.682,3.046,-1.807,56413.0,0.0
2013-05-02,-0.996,2.61,-2.053,56414.0,0.0
2013-05-03,-0.815,3.102,-1.722,56415.0,0.0
2013-05-04,-0.663,2.521,0.043,56416.0,0.0
2013-05-05,-0.796,2.799,-0.699,56417.0,0.0
2013-05-06,0.607,2.919,1.018,56418.0,0.0
2013-05-07,-1.042,2.033,-0.612,56419.0,0.0
2013-05-08,-0.631,3.466,0.248,56420.0,0.0
2013-05-09,-0.649,3.596,-0.561,56421.0,0.0
2013-05-10,-0.415,3.569,-2.109,56422.0,0.0
2013-05-11,0.337,1.309,-0.114,56423.0,0.0
2013-05-12,-1.14,2.395,0.228,56424.0,0.0
2013-05-13,-0.663,4.181,1.728,56425.0,0.0
2013-05-14,-0.635,1.964,0.001,56426.0,0.0
2013-05-15,-0.9,0.361,1.713,56427.0,0.0
2013-05-16,-0.164,2.37,-0.795,56428.0,0.0
2013-05-17,-0.013,2.071,0.017,56429.0,0.0
2013-05-18,-0.086,2.761,1.97,56430.0,0.0
2013-05-19,-1.996,2.28,-1.107,56431.0,0.0
2013-05-20,-1.154,2.213,-0.947,56432.0,0.0
2013-05-21,-1.15,1.999,0.504,56433.0,0.0
2013-05-22,0.396,3.58,0.173,56434.0,0.0
2013-05-23,-0.511,2.557,-1.355,56435.0,0.0
2013-05-24,0.121,1.923,-0.419,56436.0,0.0
2013-05-25,0.052,2.806,-1.347,56437.0,0.0
2013-05-26,-0.823,2.735,-0.183,56438.0,0.0
2013-05-27,-0.395,2.91,1.161,56439.0,0.0
2013-05-28,-1.145,2.553,0.252,56440.0,0.0
2013-05-29,-1.32,2.203,1.043,56441.0,0.0
2013-05-30,-1.252,0.662,0.89,56442.0,0.0
2013-05-31,-1.297,3.955,0.283,56443.0,0.0
2013-06-01,-0.283,2.574,1.658,56444.0,0.0
2013-06-02,-0.976,2.237,0.368,56445.0,0.0
2013-06-03,-0.608,2.111,1.203,56446.0,0.0
2013-06-04,-1.985,2.328,0.977,56447.0,0.0
2013-06-05,-0.692,2.789,1.091,56448.0,0.0
2013-06-06,-1.862,2.28,0.84,56449.0,0.0
2013-06-07,-0.997,1.617,0.513,56450.0,0.0
2013-06-08,-2.693,3.602,-0.358,56451.0,0.0
2013-06-09,0.427,1.553,-0.51,56452.0,0.0
2013-06-10,0.548,1.407,-0.687,56453.0,0.0
2013-06-11,-0.91,3.09,1.194,56454.0,0.0
2013-06-12,-0.064,2.564,0.092,56455.0,0.0
2013-06-13,0.241,1.928,-0.331,56456.0,0.0
2013-06-14,-1.507,3.081,-0.173,56457.0,0.0
2013-06-15,-0.868,1.583,1.317,56458.0,0.0
2013-06-16,-0.74,0.698,1.601,56459.0,0.0
2013-06-17,0.335,2.927,0.927,56460.0,0.0
2013-06-18,-1.514,2.631,1.49,56461.0,0.0
2013-06-19,-0.605,1.424,-0.526,56462.0,0.0
2013-06-20,-0.981,1.621,0.257,56463.0,0.0
2013-06-21,-0.563,2.444,0.506,56464.0,0.0
2013-06-22,-0.15,0.499,1.936,56465.0,0.0
2013-06-23,-1.291,2.701,1.037,56466.0,0.0
2013-06-24,-0.286,1.515,1.909,56467.0,0.0
2013-06-25,-0.11,0.78,0.945,56468.0,0.0
2013-06-26,0.218,3.885,0.746,56469.0,0.0
2013-06-27,-0.004,3.66,1.057,56470.0,0.0
2013-06-28,-0.884,2.134,-0.221,56471.0,0.0
2013-06-29,-0.784,1.412,1.884,56472.0,0.0
2013-06-30,-0.379,3.587,-0.004,56473.0,0.0
2013-07-01,-0.702,3.967,-0.39,56474.0,0.0
2013-07-02,-0.302,2.679,1.293,56475.0,0.0
2013-07-03,-0.44,2.44,-1.332,56476.0,0.0
2013-07-04,-0.503,3.442,1.404,56477.0,0.0
2013-07-05,0.133,2.341,0.419,56478.0,0.0
2013-07-06,-0.643,3.101,1.38,56479.0,0.0
2013-07-07,-1.098,1.846,-0.046,56480.0,0.0
2013-07-08,-0.846,2.805,0.446,56481.0,0.0
2013-07-09,0.071,2.225,0.933,56482.0,0.0
2013-07-10,-0.483,3.684,1.82,56483.0,0.0
2013-07-11,0.153,2.067,1.254,56484.0,0.0
2013-07-12,0.581,2.32,0.249,56485.0,0.0
2013-07-13,-0.635,2.691,-1.08,56486.0,0.0
2013-07-14,-1.211,3.399,1.264,56487.0,0.0
2013-07-15,-0.705,4.333,1.203,56488.0,0.0
2013-07-16,-0.561,2.51,0.683,56489.0,0.0
2013-07-17,0.328,2.183,1.262,56490.0,0.0
2013-07-18,-1.841,2.78,0.298,56491.0,0.0
2013-07-19,-0.44,2.888,0.352,56492.0,0.0
2013-07-20,0.686,3.041,1.553,56493.0,0.0
2013-07-21,-1.6,4.012,0.49,56494.0,0.0
2013-07-22,1.18,3.155,0.781,56495.0,0.0
2013-07-23,-0.724,3.676,0.326,56496.0,0.0
2013-07-24,-1.882,1.961,0.832,56497.0,0.0
2013-07-25,0.956,4.607,-0.06,56498.0,0.0
2013-07-26,-0.184,2.726,0.366,56499.0,0.0
2013-07-27,-1.277,3.379,0.346,56500.0,0.0
2013-07-28,-0.314,3.496,0.322,56501.0,0.0
2013-07-29,-1.417,2.766,2.146,56502.0,0.0
2013-07-30,0.583,2.476,1.047,56503.0,0.0
2013-07-31,0.316,3.471,1.114,56504.0,0.0
2013-08-01,-1.742,2.485,0.289,56505.0,0.0
2013-08-02,-0.094,3.035,1.018,56506.0,0.0
2013-08-03,-0.962,2.785,0.951,56507.0,0.0
2013-08-04,-0.73,4.229,0.666,56508.0,0.0
2013-08-05,-0.785,4.098,1.63,56509.0,0.0
2013-08-06,-1.427,2.89,0.768,56510.0,0.0
2013-08-07,-0.797,3.953,0.382,56511.0,0.0
2013-08-08,-0.62,4.322,0.975,56512.0,0.0
2013-08-09,0.26,3.415,-0.656,56513.0,0.0
2013-08-10,-0.443,3.024,-1.239,56514.0,0.0
2013-08-11,-0.575,2.466,0.602,56515.0,0.0
2013-08-12,-1.058,2.767,0.09,56516.0,0.0
2013-08-13,-0.495,3.619,1.54,56517.0,0.0
2013-08-14,0.495,3.254,-0.34,56518.0,0.0
2013-08-15,-0.388,2.546,0.823,56519.0,0.0
2013-08-16,0.733,4.188,1.491,56520.0,0.0
2013-08-17,-0.114,3.063,0.924,56521.0,0.0
2013-08-18,0.139,2.061,0.898,56522.0,0.0
2013-08-19,-0.296,2.36,0.157,56523.0,0.0
2013-08-20,-0.96,1.376,-0.091,56524.0,0.0
2013-08-21,0.301,1.86,1.816,56525.0,0.0
2013-08-22,-0.306,2.812,0.166,56526.0,0.0
2013-08-23,1.1,1.815,1.826,56527.0,0.0
2013-08-24,-0.449,2.044,0.079,56528.0,0.0
2013-08-25,0.988,4.019,1.73,56529.0,0.0
2013-08-26,0.398,3.101,0.869,56530.0,0.0
2013-08-27,-0.806,2.299,1.437,56531.0,0.0
2013-08-28,0.697,2.802,-0.798,56532.0,0.0
2013-08-29,0.312,3.104,0.933,56533.0,0.0
2013-08-30,0.82,4.026,1.972,56534.0,0.0
2013-08-31,-0.773,3.266,0.701,56535.0,0.0
2013-09-01,0.593,2.559,1.409,56536.0,0.0
2013-09-02,0.712,3.37,1.435,56537.0,0.0
2013-09-03,-0.453,2.981,0.573,56538.0,0.0
2013-09-04,-2.348,3.459,-1.593,56539.0,0.0
2013-09-05,0.011,1.71,-0.153,56540.0,0.0
2013-09-06,-0.11,2.215,-1.212,56541.0,0.0
2013-09-07,0.445,3.719,1.289,56542.0,0.0
2013-09-08,0.843,3.182,1.679,56543.0,0.0
2013-09-09,-0.032,1.732,0.592,56544.0,0.0
2013-09-10,-0.265,2.514,1.021,56545.0,0.0
2013-09-11,-0.766,3.806,0.591,56546.0,0.0
2013-09-12,0.375,2.414,0.086,56547.0,0.0
2013-09-13,-0.079,2.572,2.564,56548.0,0.0
2013-09-14,0.155,2.413,0.789,56549.0,0.0
2013-09-15,0.429,4.68,-0.643,56550.0,0.0
2013-09-16,-0.07,2.933,1.222,56551.0,0.0
2013-09-17,-0.543,1.842,0.294,56552.0,0.0
2013-09-18,0.636,3.072,1.164,56553.0,0.0
2013-09-19,0.728,2.824,0.324,56554.0,0.0
2013-09-20,-0.483,2.181,0.426,56555.0,0.0
2013-09-21,0.057,2.802,0.507,56556.0,0.0
2013-09-22,-1.906,1.287,0.714,56557.0,0.0
2013-09-23,-1.065,3.312,1.181,56558.0,0.0
2013-09-24,-0.724,3.578,0.105,56559.0,0.0
2013-09-25,0.601,2.483,0.404,56560.0,0.0
2013-09-26,0.501,2.995,2.145,56561.0,0.0
2013-09-27,0.314,3.126,0.276,56562.0,0.0
2013-09-28,-1.453,3.411,1.457,56563.0,0.0
2013-09-29,-0.599,2.357,0.474,56564.0,0.0
2013-09-30,-1.263,3.071,0.916,56565.0,0.0
2013-10-01,-0.921,3.345,-0.33,56566.0,0.0
2013-10-02,-0.346,3.58,1.387,56567.0,0.0
2013-10-03,0.007,3.591,1.262,56568.0,0.0
2013-10-04,-0.362,2.632,-0.373,56569.0,0.0
2013-10-05,0.442,0.759,-0.17,56570.0,0.0
2013-10-06,-1.663,1.501,1.688,56571.0,0.0
2013-10-07,0.71,2.339,1.479,56572.0,0.0
2013-10-08,0.37,2.844,0.12,56573.0,0.0
2013-10-09,-0.005,2.998,1.093,56574.0,0.0
2013-10-10,-0.77,2.947,-0.106,56575.0,0.0
2013-10-11,0.224,1.705,0.265,56576.0,0.0
2013-10-12,0.011,2.93,0.881,56577.0,0.0
2013-10-13,-0.56,3.042,1.157,56578.0,0.0
2013-10-14,-0.224,4.304,-0.45,56579.0,0.0
2013-10-15,-0.223,3.372,-0.027,56580.0,0.0
2013-10-16,-0.321,1.148,1.075,56581.0,0.0
2013-10-17,-0.58,2.959,0.38,56582.0,0.0
2013-10-18,0.184,1.714,0.487,56583.0,0.0
2013-10-19,0.869,3.36,0.407,56584.0,0.0
2013-10-20,-0.359,2.052,0.533,56585.0,0.0
2013-10-21,0.224,3.023,0.212,56586.0,0.0
2013-10-22,-0.056,3.881,-0.001,56587.0,0.0
2013-10-23,0.034,4.01,-0.374,56588.0,0.0
2013-10-24,-0.49,3.166,2.643,56589.0,0.0
2013-10-25,1.515,2.812,1.043,56590.0,0.0
2013-10-26,-0.404,2.187,1.896,56591.0,0.0
2013-10-27,0.087,0.233,1.573,56592.0,0.0
2013-10-28,-0.982,3.384,1.496,56593.0,0.0
2013-10-29,0.645,1.621,1.284,56594.0,0.0
2013-10-30,-0.287,3.187,-0.82,56595.0,0.0
2013-10-31,0.821,2.305,-0.321,56596.0,0.0
2013-11-01,-0.689,1.178,-0.029,56597.0,0.0
2013-11-02,-0.368,1.98,0.66,56598.0,0.0
2013-11-03,-0.425,2.796,0.906,56599.0,0.0
2013-11-04,-0.184,2.674,0.278,56600.0,0.0
2013-11-05,0.38,3.747,1.081,56601.0,0.0
2013-11-06,-1.124,2.997,0.096,56602.0,0.0
2013-11-07,0.039,3.529,0.577,56603.0,0.0
2013-11-08,-0.233,5.636,2.063,56604.0,0.0
2013-11-09,-0.772,3.561,1.692,56605.0,0.0
2013-11-10,-1.242,3.845,1.946,56606.0,0.0
2013-11-11,-0.404,2.992,0.729,56607.0,0.0
2013-11-12,0.21,3.593,-0.152,56608.0,0.0
2013-11-13,0.287,4.188,0.751,56609.0,0.0
2013-11-14,0.862,3.057,-0.399,56610.0,0.0
2013-11-15,-0.147,2.911,1.586,56611.0,0.0
2013-11-16,1.462,4.412,-0.09,56612.0,0.0
2013-11-17,-0.441,1.673,1.195,56613.0,0.0
2013-11-18,-0.272,4.104,1.807,56614.0,0.0
2013-11-19,0.217,2.164,2.258,56615.0,0.0
2013-11-20,0.505,3.997,-0.856,56616.0,0.0
2013-11-21,-0.113,2.714,0.136,56617.0,0.0
2013-11-22,-0.235,3.479,0.677,56618.0,0.0
2013-11-23,-0.758,3.045,1.402,56619.0,0.0
2013-11-24,0.635,4.447,0.509,56620.0,0.0
2013-11-25,1.007,3.391,1.772,56621.0,0.0
2013-11-26,-0.952,1.901,1.629,56622.0,0.0
2013-11-27,-1.065,5.097,3.024,56623.0,0.0
2013-11-28,0.522,4.219,0.98,56624.0,0.0
2013-11-29,0.174,3.965,1.574,56625.0,0.0
2013-11-30,0.128,3.11,-0.142,56626.0,0.0
2013-12-01,-0.207,3.879,-0.127,56627.0,0.0
2013-12-02,0.632,3.027,0.271,56628.0,0.0
2013-12-03,-2.189,3.373,0.095,56629.0,0.0
2013-12-04,-0.241,2.423,0.6,56630.0,0.0
2013-12-05,1.005,2.514,1.044,56631.0,0.0
2013-12-06,-1.69,3.714,0.01,56632.0,0.0
2013-12-07,-0.622,4.775,1.243,56633.0,0.0
2013-12-08,0.514,4.933,1.365,56634.0,0.0
2013-12-09,0.494,3.886,1.297,56635.0,0.0
2013-12-10,0.409,4.741,0.176,56636.0,0.0
2013-12-11,-1.848,5.424,0.579,56637.0,0.0
2013-12-12,-1.418,4.306,0.195,56638.0,0.0
2013-12-13,-0.591,4.79,1.249,56639.0,0.0
2013-12-14,-0.351,2.158,0.816,56640.0,0.0
2013-12-15,0.192,3.22,2.512,56641.0,0.0
2013-12-16,-0.993,4.305,1.506,56642.0,0.0
2013-12-17,-0.156,4.056,0.805,56643.0,0.0
2013-12-18,-0.649,4.895,0.609,56644.0,0.0
2013-12-19,-1.744,3.625,0.857,56645.0,0.0
2013-12-20,-0.838,4.712,1.045,56646.0,0.0
2013-12-21,-0.779,3.17,-1.163,56647.0,0.0
2013-12-22,-0.228,5.083,0.767,56648.0,0.0
2013-12-23,-0.092,4.374,0.543,56649.0,0.0
2013-12-24,-0.999,5.442,1.444,56650.0,0.0
2013-12-25,-0.595,3.723,1.575,56651.0,0.0
2013-12-26,-0.43,4.903,0.197,56652.0,0.0
2013-12-27,-0.719,4.222,0.287,56653.0,0.0
2013-12-28,-0.984,4.216,1.568,56654.0,0.0
2013-12-29,-0.99,4.81,0.336,56655.0,0.0
2013-12-30,-1.106,2.95,-0.729,56656.0,0.0
2013-12-31,-1.14,2.953,0.244,56657.0,0.0
2014-01-01,-0.662,5.444,0.688,56658.0,0.0
2014-01-02,-1.631,4.148,0.606,56659.0,0.0
2014-01-03,-1.281,3.179,0.594,56660.0,0.0
2014-01-04,0.353,4.914,0.929,56661.0,0.0
2014-01-05,-1.308,3.492,1.711,56662.0,0.0
2014-01-06,-0.287,4.909,1.967,56663.0,0.0
2014-01-07,-0.883,3.865,0.545,56664.0,0.0
2014-01-08,-0.005,2.649,0.047,56665.0,0.0
2014-01-09,-0.518,3.71,0.554,56666.0,0.0
2014-01-10,-1.001,4.473,-1.777,56667.0,0.0
2014-01-11,-1.277,3.855,0.12,56668.0,0.0
2014-01-12,-1.878,3.739,2.338,56669.0,0.0
2014-01-13,-1.713,3.116,0.581,56670.0,0.0
2014-01-14,-1.573,3.511,-0.472,56671.0,0.0
2014-01-15,-1.956,3.432,0.077,56672.0,0.0
2014-01-16,0.03,4.805,0.919,56673.0,0.0
2014-01-17,0.093,1.993,-0.783,56674.0,0.0
2014-01-18,-1.064,1.946,1.146,56675.0,0.0
2014-01-19,0.005,2.679,0.635,56676.0,0.0
2014-01-20,-1.462,2.738,2.387,56677.0,0.0
2014-01-21,-0.768,1.529,-0.04,56678.0,0.0
2014-01-22,-1.087,2.63,-0.021,56679.0,0.0
2014-01-23,-1.943,4.207,0.752,56680.0,0.0
2014-01-24,-0.986,3.264,-0.205,56681.0,0.0
2014-01-25,-0.106,2.501,1.121,56682.0,0.0
2014-01-26,-0.002,3.427,1.497,56683.0,0.0
2014-01-27,-0.88,3.337,-0.193,56684.0,0.0
2014-01-28,-1.276,3.075,1.659,56685.0,0.0
2014-01-29,-0.075,2.713,1.341,56686.0,0.0
2014-01-30,-0.495,3.737,1.554,56687.0,0.0
2014-01-31,1.471,3.188,0.015,56688.0,0.0
2014-02-01,0.691,2.028,-0.253,56689.0,0.0
2014-02-02,-0.131,4.493,0.078,56690.0,0.0
2014-02-03,0.161,4.879,-0.095,56691.0,0.0
2014-02-04,-0.908,3.207,0.307,56692.0,0.0
2014-02-05,-0.51,3.561,0.473,56693.0,0.0
2014-02-06,-0.669,3.703,0.192,56694.0,0.0
2014-02-07,-0.301,4.006,-0.76,56695.0,0.0
2014-02-08,-1.379,3.504,-0.358,56696.0,0.0
2014-02-09,-1.041,3.181,0.491,56697.0,0.0
2014-02-10,0.556,3.255,0.627,56698.0,0.0
2014-02-11,-1.186,2.649,0.759,56699.0,0.0
2014-02-12,-0.648,3.349,-0.17,56700.0,0.0
2014-02-13,-1.643,4.175,-0.143,56701.0,0.0
2014-02-14,0.033,3.915,0.607,56702.0,0.0
2014-02-15,-1.472,3.469,1.083,56703.0,0.0
2014-02-16,-0.726,2.674,-0.01,56704.0,0.0
2014-02-17,-1.121,4.04,0.387,56705.0,0.0
2014-02-18,0.783,4.302,0.539,56706.0,0.0
2014-02-19,-1.112,2.608,0.99,56707.0,0.0
2014-02-20,-0.753,2.998,1.232,56708.0,0.0
2014-02-21,-0.204,2.927,-0.589,56709.0,0.0
2014-02-22,-1.123,3.333,-1.088,56710.0,0.0
2014-02-23,-0.626,2.107,2.416,56711.0,0.0
2014-02-24,-0.313,3.017,-0.494,56712.0,0.0
2014-02-25,-0.67,3.92,-0.037,56713.0,0.0
2014-02-26,-0.312,4.723,-0.138,56714.0,0.0
2014-02-27,-1.132,2.579,-0.265,56715.0,0.0
2014-02-28,-1.286,3.806,0.888,56716.0,0.0
2014-03-01,-0.245,2.533,-0.343,56717.0,0.0
2014-03-02,-1.684,3.235,1.034,56718.0,0.0
2014-03-03,-0.438,2.824,0.609,56719.0,0.0
2014-03-04,-0.69,3.69,1.517,56720.0,0.0
2014-03-05,-1.855,4.621,0.339,56721.0,0.0
2014-03-06,0.838,4.311,-0.073,56722.0,0.0
2014-03-07,-0.276,3.705,0.384,56723.0,0.0
2014-03-08,-0.036,2.351,0.766,56724.0,0.0
2014-03-09,-1.021,1.614,0.29,56725.0,0.0
2014-03-10,-1.048,2.901,0.294,56726.0,0.0
2014-03-11,-0.416,3.714,0.449,56727.0,0.0
2014-03-12,-0.127,1.905,-0.796,56728.0,0.0
2014-03-13,-0.595,3.112,1.182,56729.0,0.0
2014-03-14,-0.72,5.162,0.995,56730.0,0.0
2014-03-15,-0.732,3.093,-0.457,56731.0,0.0
2014-03-16,0.047,1.786,-0.144,56732.0,0.0
2014-03-17,-0.357,2.827,-1.477,56733.0,0.0
2014-03-18,1.047,3.249,0.287,56734.0,0.0
2014-03-19,-1.02,3.02,-0.487,56735.0,0.0
2014-03-20,-1.109,1.491,0.346,56736.0,0.0
2014-03-21,-0.688,1.577,1.377,56737.0,0.0
2014-03-22,0.382,3.513,-0.527,56738.0,0.0
2014-03-23,-0.309,2.703,0.359,56739.0,0.0
2014-03-24,-0.61,4.227,1.132,56740.0,0.0
2014-03-25,0.725,3.908,-0.35,56741.0,0.0
2014-03-26,-0.017,3.899,0.138,56742.0,0.0
2014-03-27,-1.363,2.693,1.168,56743.0,0.0
2014-03-28,-1.231,4.544,-0.526,56744.0,0.0
2014-03-29,-0.317,4.652,1.316,56745.0,0.0
2014-03-30,-0.635,4.496,0.368,56746.0,0.0
2014-03-31,-1.406,3.742,-0.732,56747.0,0.0
2014-04-01,-1.168,3.972,-0.746,56748.0,0.0
2014-04-02,-0.495,2.662,0.415,56749.0,0.0
2014-04-03,0.376,1.795,-0.752,56750.0,0.0
2014-04-04,-0.928,1.49,0.751,56751.0,0.0
2014-04-05,-0.067,1.705,0.457,56752.0,0.0
2014-04-06,-1.698,1.509,0.642,56753.0,0.0
2014-04-07,0.106,1.829,-0.483,56754.0,0.0
2014-04-08,1.0,3.255,-0.415,56755.0,0.0
2014-04-09,-0.586,2.214,0.469,56756.0,0.0
2014-04-10,1.332,3.436,-0.264,56757.0,0.0
2014-04-11,-0.349,1.573,-0.274,56758.0,0.0
2014-04-12,-0.528,2.089,0.742,56759.0,0.0
2014-04-13,-0.27,4.428,1.055,56760.0,0.0
2014-04-14,-0.254,5.241,2.004,56761.0,0.0
2014-04-15,-0.206,1.754,0.221,56762.0,0.0
2014-04-16,-1.291,1.732,0.226,56763.0,0.0
2014-04-17,0.053,1.036,0.738,56764.0,0.0
2014-04-18,-1.317,2.649,1.764,56765.0,0.0
2014-04-19,0.477,2.965,0.138,56766.0,0.0
2014-04-20,0.968,2.244,-0.371,56767.0,0.0
2014-04-21,-0.022,3.731,-0.502,56768.0,0.0
2014-04-22,-0.001,2.289,-0.715,56769.0,0.0
2014-04-23,-0.59,3.517,-0.497,56770.0,0.0
2014-04-24,-0.282,2.543,-0.166,56771.0,0.0
2014-04-25,-1.218,3.359,0.264,56772.0,0.0
2014-04-26,-0.618,3.735,0.514,56773.0,0.0
2014-04-27,0.158,2.737,0.296,56774.0,0.0
2014-04-28,-0.63,3.99,0.174,56775.0,0.0
2014-04-29,-0.456,2.735,0.843,56776.0,0.0
2014-04-30,0.389,2.533,0.389,56777.0,0.0
2014-05-01,-0.811,3.286,0.99,56778.0,0.0
2014-05-02,-0.219,3.796,0.017,56779.0,0.0
2014-05-03,-0.216,2.902,-1.678,56780.0,0.0
2014-05-04,-0.303,2.15,-0.102,56781.0,0.0
2014-05-05,-0.386,2.351,0.41,56782.0,0.0
2014-05-06,0.816,1.245,-0.352,56783.0,0.0
2014-05-07,1.625,2.882,0.1,56784.0,0.0
2014-05-08,0.212,2.488,-1.639,56785.0,0.0
2014-05-09,-0.423,2.619,0.578,56786.0,0.0
2014-05-10,-1.008,2.109,0.049,56787.0,0.0
2014-05-11,-0.236,2.924,1.503,56788.0,0.0
2014-05-12,-0.356,4.511,-0.783,56789.0,0.0
2014-05-13,-1.189,2.798,1.053,56790.0,0.0
2014-05-14,-0.649,3.621,1.188,56791.0,0.0
2014-05-15,-0.261,3.329,0.43,56792.0,0.0
2014-05-16,-0.262,3.182,1.392,56793.0,0.0
2014-05-17,0.385,2.576,0.168,56794.0,0.0
2014-05-18,-0.82,3.589,1.634,56795.0,0.0
2014-05-19,0.4,2.774,-0.138,56796.0,0.0
2014-05-20,0.18,4.002,0.523,56797.0,0.0
2014-05-21,-1.515,2.439,0.505,56798.0,0.0
2014-05-22,1.112,3.197,0.341,56799.0,0.0
2014-05-23,0.177,2.479,-0.174,56800.0,0.0
2014-05-24,0.565,3.158,-0.313,56801.0,0.0
2014-05-25,0.72,3.029,-0.162,56802.0,0.0
2014-05-26,0.282,3.402,1.071,56803.0,0.0
2014-05-27,-0.16,2.719,0.579,56804.0,0.0
2014-05-28,1.413,2.738,-0.544,56805.0,0.0
2014-05-29,-0.714,2.73,1.419,56806.0,0.0
2014-05-30,-0.166,4.602,0.474,56807.0,0.0
2014-05-31,0.072,3.182,0.472,56808.0,0.0
2014-06-01,-0.022,4.887,0.185,56809.0,0.0
2014-06-02,0.697,2.706,1.633,56810.0,0.0
2014-06-03,1.053,2.427,-0.488,56811.0,0.0
2014-06-04,-0.626,5.022,0.868,56812.0,0.0
2014-06-05,0.503,4.73,-0.405,56813.0,0.0
2014-06-06,0.072,3.608,0.246,56814.0,0.0
2014-06-07,-0.302,2.988,0.225,56815.0,0.0
2014-06-08,1.22,4.04,0.591,56816.0,0.0
2014-06-09,-0.419,4.857,0.172,56817.0,0.0
2014-06-10,-0.521,2.445,-0.997,56818.0,0.0
2014-06-11,-1.116,3.15,-0.183,56819.0,0.0
2014-06-12,-0.411,2.383,2.333,56820.0,0.0
2014-06-13,-0.494,5.518,-1.258,56821.0,0.0
2014-06-14,-0.393,3.972,0.163,56822.0,0.0
2014-06-15,-0.375,3.196,0.319,56823.0,0.0
2014-06-16,-2.378,2.505,1.071,56824.0,0.0
2014-06-17,-0.265,2.194,0.834,56825.0,0.0
2014-06-18,0.116,3.586,0.652,56826.0,0.0
2014-06-19,-1.219,2.466,-0.256,56827.0,0.0
2014-06-20,-0.548,3.888,-1.403,56828.0,0.0
2014-06-21,-0.854,4.003,0.559,56829.0,0.0
2014-06-22,-0.184,2.382,-0.443,56830.0,0.0
2014-06-23,-2.316,1.756,-0.022,56831.0,0.0
2014-06-24,0.254,3.459,-1.254,56832.0,0.0
2014-06-25,-0.346,4.017,-1.865,56833.0,0.0
2014-06-26,-0.177,3.373,0.474,56834.0,0.0
2014-06-27,0.043,2.611,-0.377,56835.0,0.0
2014-06-28,-1.792,4.304,0.097,56836.0,0.0
2014-06-29,-1.444,2.293,0.167,56837.0,0.0
2014-06-30,-0.787,2.833,2.337,56838.0,0.0
2014-07-01,-0.354,2.909,0.725,56839.0,0.0
2014-07-02,-0.428,3.065,1.819,56840.0,0.0
2014-07-03,0.317,3.434,-0.102,56841.0,0.0
2014-07-04,-0.459,2.231,2.577,56842.0,0.0
2014-07-05,-0.621,4.163,-0.964,56843.0,0.0
2014-07-06,-2.355,3.098,-0.789,56844.0,0.0
2014-07-07,-0.118,2.219,0.595,56845.0,0.0
2014-07-08,-0.587,2.72,0.757,56846.0,0.0
2014-07-09,-0.426,4.056,1.118,56847.0,0.0
2014-07-10,-1.278,3.14,-0.101,56848.0,0.0
2014-07-11,-0.282,3.117,0.202,56849.0,0.0
2014-07-12,-0.406,3.158,0.332,56850.0,0.0
2014-07-13,-0.112,3.471,1.101,56851.0,0.0
2014-07-14,-1.012,4.597,0.274,56852.0,0.0
2014-07-15,-1.301,3.573,0.917,56853.0,0.0
2014-07-16,-0.953,4.4,-0.147,56854.0,0.0
2014-07-17,-0.955,1.532,0.886,56855.0,0.0
2014-07-18,-1.468,2.259,1.07,56856.0,0.0
2014-07-19,0.071,2.918,-0.113,56857.0,0.0
2014-07-20,-0.352,3.855,-0.935,56858.0,0.0
2014-07-21,-0.771,2.063,0.058,56859.0,0.0
2014-07-22,-0.015,2.451,0.436,56860.0,0.0
2014-07-23,-1.343,1.842,0.004,56861.0,0.0
2014-07-24,-0.112,2.95,-0.473,56862.0,0.0
2014-07-25,0.361,1.963,0.228,56863.0,0.0
2014-07-26,-0.289,1.833,-0.42,56864.0,0.0
2014-07-27,-0.821,3.356,-0.512,56865.0,0.0
2014-07-28,-1.432,2.598,-1.313,56866.0,0.0
2014-07-29,0.368,3.849,0.234,56867.0,0.0
2014-07-30,-0.124,2.697,1.505,56868.0,0.0
2014-07-31,-0.416,3.476,0.478,56869.0,0.0
2014-08-01,-0.411,3.668,-0.06,56870.0,0.0
2014-08-02,0.672,3.644,0.387,56871.0,0.0
2014-08-03,-1.28,3.96,1.576,56872.0,0.0
2014-08-04,-1.107,2.199,0.046,56873.0,0.0
2014-08-05,1.071,2.876,0.568,56874.0,0.0
2014-08-06,-0.838,3.188,-0.577,56875.0,0.0
2014-08-07,-0.664,3.048,0.665,56876.0,0.0
2014-08-08,-0.344,2.075,0.608,56877.0,0.0
2014-08-09,0.08,3.394,-0.199,56878.0,0.0
2014-08-10,-0.605,3.905,-1.038,56879.0,0.0
2014-08-11,0.221,3.06,-0.079,56880.0,0.0
2014-08-12,-0.623,2.434,1.163,56881.0,0.0
2014-08-13,-0.207,3.75,-0.657,56882.0,0.0
2014-08-14,-0.648,3.116,0.345,56883.0,0.0
2014-08-15,-0.097,3.949,0.694,56884.0,0.0
2014-08-16,-0.797,3.614,0.128,56885.0,0.0
